"Label","Entry time (UTC+1)","Symbol","Quantity","Volume","Type","Entry price","Broker commission","Swaps","Closing price","Closing time (UTC+1)","Net $","Pips","Gross $","Balance $","ID"
"RRL","30/12/2024 18:10:00.086","US30","8.80 Lots","8.80 Indices","Buy","42548.6","0.00","0.00","42671.6","30/12/2024 19:13:50.213","1 082.40","123","1 082.40","109 716.85","2901"
"LONDON_1B1S","31/12/2024 17:04:03.367","US30","18.00 Lots","18 Indices","Sell","42474.5","0.00","0.00","42351.7","31/12/2024 18:32:17.262","2 210.40","122.8","2 210.40","113 021.09","2904"
"LONDON_1B1S","02/01/2025 16:22:38.792","US30","22.00 Lots","22 Indices","Sell","42561.5","0.00","0.00","42439.0","02/01/2025 17:02:50.917","2 695.00","122.5","2 695.00","115 716.09","2906"
"LONDON_1B1S","03/01/2025 15:35:00.365","US30","18.80 Lots","18.80 Indices","Buy","42530.2","0.00","0.00","42468.2","03/01/2025 15:47:03.483","-1 165.60","-62","-1 165.60","114 550.49","2908"
"RRL","03/01/2025 19:35:00.083","US30","9.30 Lots","9.30 Indices","Buy","42613.2","0.00","0.00","42597.2","03/01/2025 21:55:00.115","-148.80","-16","-148.80","114 401.69","2911"
"RRL","03/01/2025 19:40:00.100","US30","9.30 Lots","9.30 Indices","Buy","42637.5","0.00","0.00","42597.2","03/01/2025 21:55:00.115","-374.79","-40.3","-374.79","114 026.90","2912"
"LONDON_1B1S","06/01/2025 16:00:13.655","US30","18.50 Lots","18.50 Indices","Buy","42902.0","0.00","0.00","42840.0","06/01/2025 17:06:29.714","-1 147.00","-62","-1 147.00","112 879.90","2914"
"RRL","06/01/2025 17:30:00.238","US30","9.10 Lots","9.10 Indices","Buy","42969.0","0.00","0.00","42907.3","06/01/2025 18:39:35.706","-561.47","-61.7","-561.47","111 746.95","2918"
"RRL","06/01/2025 17:35:00.038","US30","9.10 Lots","9.10 Indices","Buy","42980.8","0.00","0.00","42918.0","06/01/2025 18:28:36.624","-571.48","-62.8","-571.48","112 308.42","2917"
"LONDON_1B1S","07/01/2025 15:35:00.403","US30","18.10 Lots","18.10 Indices","Buy","42794.5","0.00","0.00","42733.0","07/01/2025 15:47:27.161","-1 113.15","-61.5","-1 113.15","110 633.80","2920"
"LONDON_1B1S","10/01/2025 16:30:00.224","US30","21.50 Lots","21.50 Indices","Sell","41970.8","0.00","0.00","41846.8","10/01/2025 17:04:48.438","2 666.00","124","2 666.00","113 299.80","2922"
"LONDON_1B1S","13/01/2025 15:35:00.124","US30","18.40 Lots","18.40 Indices","Buy","41871.5","0.00","0.00","41994.5","13/01/2025 15:56:05.656","2 263.20","123","2 263.20","115 563.00","2924"
"RRL","13/01/2025 19:05:00.136","US30","9.30 Lots","9.30 Indices","Buy","42059.5","0.00","0.00","42182.0","13/01/2025 21:19:55.430","1 139.25","122.5","1 139.25","116 702.25","2927"
"RRL","13/01/2025 19:10:01.233","US30","9.30 Lots","9.30 Indices","Buy","42071.8","0.00","0.00","42196.5","13/01/2025 21:51:10.304","1 159.71","124.7","1 159.71","117 861.96","2928"
"LONDON_1B1S","14/01/2025 17:32:12.320","US30","22.90 Lots","22.90 Indices","Sell","42199.4","0.00","0.00","42076.9","14/01/2025 17:57:46.240","2 805.25","122.5","2 805.25","120 667.21","2930"
"RRL","14/01/2025 19:55:01.314","US30","9.80 Lots","9.80 Indices","Buy","42422.9","0.00","0.00","42360.9","14/01/2025 20:53:55.708","-607.60","-62","-607.60","119 444.17","2934"
"RRL","14/01/2025 20:00:00.131","US30","9.80 Lots","9.80 Indices","Buy","42433.9","0.00","0.00","42371.1","14/01/2025 20:52:00.624","-615.44","-62.8","-615.44","120 051.77","2933"
"LONDON_1B1S","17/01/2025 15:35:24.706","US30","19.40 Lots","19.40 Indices","Buy","43359.4","0.00","0.00","43481.9","17/01/2025 17:08:24.945","2 376.50","122.5","2 376.50","121 820.67","2936"
"RRL","17/01/2025 17:30:00.225","US30","9.90 Lots","9.90 Indices","Buy","43507.9","0.00","0.00","43445.9","17/01/2025 20:07:45.238","-613.80","-62","-613.80","121 206.87","2939"
"RRL","17/01/2025 17:35:00.183","US30","9.90 Lots","9.90 Indices","Buy","43499.9","0.00","0.00","43437.9","17/01/2025 20:16:26.771","-613.80","-62","-613.80","120 593.07","2940"
"LONDON_1B1S","21/01/2025 15:43:07.668","US30","19.60 Lots","19.60 Indices","Buy","43657.8","0.00","0.00","43780.5","21/01/2025 17:05:29.617","2 404.92","122.7","2 404.92","122 997.99","2942"
"RRL","21/01/2025 17:30:00.124","US30","9.90 Lots","9.90 Indices","Buy","43853.5","0.00","0.00","43977.8","21/01/2025 21:50:15.587","1 230.57","124.3","1 230.57","125 443.29","2946"
"RRL","21/01/2025 17:35:00.423","US30","9.90 Lots","9.90 Indices","Buy","43850.8","0.00","0.00","43973.5","21/01/2025 21:50:10.616","1 214.73","122.7","1 214.73","124 212.72","2945"
"LONDON_1B1S","23/01/2025 15:36:57.963","US30","20.30 Lots","20.30 Indices","Buy","44171.4","0.00","0.00","44294.4","23/01/2025 17:01:46.051","2 496.90","123","2 496.90","127 940.19","2948"
"RRL","23/01/2025 17:30:00.370","US30","10.40 Lots","10.40 Indices","Buy","44339.4","0.00","0.00","44462.4","23/01/2025 19:13:06.437","1 279.20","123","1 279.20","130 495.47","2952"
"RRL","23/01/2025 17:35:00.122","US30","10.40 Lots","10.40 Indices","Buy","44331.2","0.00","0.00","44453.9","23/01/2025 19:12:29.868","1 276.08","122.7","1 276.08","129 216.27","2951"
"LONDON_1B1S","27/01/2025 15:35:00.072","US30","21.20 Lots","21.20 Indices","Buy","44167.6","0.00","0.00","44290.6","27/01/2025 15:38:40.141","2 607.60","123","2 607.60","133 103.07","2954"
"RRL","27/01/2025 17:50:00.042","US30","10.80 Lots","10.80 Indices","Buy","44322.4","0.00","0.00","44444.9","27/01/2025 18:23:20.419","1 323.00","122.5","1 323.00","135 762.03","2958"
"RRL","27/01/2025 17:55:00.047","US30","10.80 Lots","10.80 Indices","Buy","44306.9","0.00","0.00","44430.6","27/01/2025 18:16:03.687","1 335.96","123.7","1 335.96","134 439.03","2957"
"LONDON_1B1S","28/01/2025 15:40:25.418","US30","22.00 Lots","22 Indices","Buy","44734.5","0.00","0.00","44673.0","28/01/2025 15:44:36.496","-1 353.00","-61.5","-1 353.00","134 409.03","2960"
"RRL","28/01/2025 18:10:00.224","US30","10.90 Lots","10.90 Indices","Buy","44790.2","0.00","0.00","44728.5","28/01/2025 20:10:34.494","-672.53","-61.7","-672.53","133 066.15","2964"
"RRL","28/01/2025 18:15:00.315","US30","10.90 Lots","10.90 Indices","Buy","44797.0","0.00","0.00","44735.5","28/01/2025 20:08:29.164","-670.35","-61.5","-670.35","133 738.68","2963"
"RRL","30/01/2025 18:00:00.445","US30","10.80 Lots","10.80 Indices","Buy","44843.1","0.00","0.00","44781.6","30/01/2025 18:13:24.909","-664.20","-61.5","-664.20","132 401.95","2966"
"RRL","30/01/2025 19:15:00.235","US30","10.70 Lots","10.70 Indices","Buy","44835.4","0.00","0.00","44959.6","30/01/2025 21:02:08.429","1 328.94","124.2","1 328.94","133 730.89","2968"
"LONDON_1B1S","31/01/2025 15:42:59.109","US30","26.00 Lots","26 Indices","Sell","44909.5","0.00","0.00","44787.0","31/01/2025 17:52:10.724","3 185.00","122.5","3 185.00","136 915.89","2970"
"RRL","31/01/2025 19:25:00.235","US30","11.10 Lots","11.10 Indices","Sell","44724.5","0.00","0.00","44601.0","31/01/2025 19:34:29.641","1 370.85","123.5","1 370.85","138 286.74","2973"
"RRL","31/01/2025 19:30:00.066","US30","11.10 Lots","11.10 Indices","Sell","44675.0","0.00","0.00","44550.0","31/01/2025 19:37:23.076","1 387.50","125","1 387.50","139 674.24","2974"
"RRL","03/02/2025 17:30:00.051","US30","22.70 Lots","22.70 Indices","Buy","44401.2","0.00","0.00","44339.7","03/02/2025 17:57:32.264","-1 396.05","-61.5","-1 396.05","136 863.98","2978"
"RRL","03/02/2025 17:35:00.088","US30","22.70 Lots","22.70 Indices","Buy","44433.5","0.00","0.00","44371.2","03/02/2025 17:56:29.192","-1 414.21","-62.3","-1 414.21","138 260.03","2977"
"RRL","04/02/2025 17:30:00.497","US30","22.20 Lots","22.20 Indices","Buy","44491.8","0.00","0.00","44430.0","04/02/2025 17:43:59.623","-1 371.96","-61.8","-1 371.96","135 492.02","2981"
"RRL","04/02/2025 17:35:00.063","US30","22.20 Lots","22.20 Indices","Buy","44478.5","0.00","0.00","44413.5","04/02/2025 17:46:44.909","-1 443.00","-65","-1 443.00","134 049.02","2982"
"LONDON_1B1S","04/02/2025 17:49:19.247","US30","5.40 Lots","5.40 Indices","Buy","44408.3","0.00","0.00","44531.5","04/02/2025 20:13:34.743","665.28","123.2","665.28","134 714.30","2984"
"LONDON_1B1S","06/02/2025 16:05:08.532","US30","21.90 Lots","21.90 Indices","Sell","44804.3","0.00","0.00","44681.3","06/02/2025 17:45:03.928","2 693.70","123","2 693.70","137 408.00","2986"
"RRL","06/02/2025 20:00:00.217","US30","26.80 Lots","26.80 Indices","Sell","44629.8","0.00","0.00","44505.8","06/02/2025 20:33:42.453","3 323.20","124","3 323.20","140 731.20","2988"
"LONDON_1B1S","07/02/2025 16:30:00.026","US30","22.80 Lots","22.80 Indices","Sell","44580.6","0.00","0.00","44642.6","07/02/2025 16:38:20.822","-1 413.60","-62","-1 413.60","139 317.60","2990"
"RRL","11/02/2025 17:30:00.157","US30","22.60 Lots","22.60 Indices","Buy","44455.7","0.00","0.00","44579.7","11/02/2025 20:42:00.291","2 802.40","124","2 802.40","144 899.80","2994"
"RRL","11/02/2025 17:35:00.330","US30","22.60 Lots","22.60 Indices","Buy","44455.7","0.00","0.00","44578.7","11/02/2025 20:41:59.864","2 779.80","123","2 779.80","142 097.40","2993"
"RRL","13/02/2025 20:05:00.574","US30","23.50 Lots","23.50 Indices","Buy","44594.2","0.00","0.00","44717.4","13/02/2025 20:37:36.340","2 895.20","123.2","2 895.20","147 795.00","2996"
"LONDON_1B1S","20/02/2025 15:40:25.107","US30","24.00 Lots","24 Indices","Sell","44415.2","0.00","0.00","44292.7","20/02/2025 15:58:32.628","2 940.00","122.5","2 940.00","150 735.00","2998"
"LONDON_1B1S","21/02/2025 16:30:00.163","US30","24.50 Lots","24.50 Indices","Sell","43752.1","0.00","0.00","43625.1","21/02/2025 18:37:10.638","3 111.50","127","3 111.50","153 846.50","3000"
"RRL","21/02/2025 19:10:00.118","US30","30.00 Lots","30 Indices","Sell","43523.3","0.00","0.00","43400.1","21/02/2025 20:01:20.524","3 696.00","123.2","3 696.00","157 542.50","3003"
"RRL","21/02/2025 19:15:00.554","US30","30.00 Lots","30 Indices","Sell","43521.1","0.00","0.00","43396.8","21/02/2025 20:01:23.720","3 729.00","124.3","3 729.00","161 271.50","3004"
"LONDON_1B1S","24/02/2025 15:43:38.541","US30","26.20 Lots","26.20 Indices","Sell","43505.2","0.00","0.00","43382.7","24/02/2025 16:04:17.503","3 209.50","122.5","3 209.50","164 481.00","3006"
"RRL","24/02/2025 19:25:00.235","US30","26.70 Lots","26.70 Indices","Buy","43656.7","0.00","0.00","43594.7","24/02/2025 20:21:45.718","-1 655.40","-62","-1 655.40","161 170.20","3010"
"RRL","24/02/2025 19:40:00.153","US30","26.70 Lots","26.70 Indices","Buy","43656.7","0.00","0.00","43594.7","24/02/2025 20:21:45.055","-1 655.40","-62","-1 655.40","162 825.60","3009"
"LONDON_1B1S","25/02/2025 16:29:04.463","US30","26.20 Lots","26.20 Indices","Sell","43295.2","0.00","0.00","43357.0","25/02/2025 16:35:44.641","-1 619.16","-61.8","-1 619.16","159 551.04","3012"
"RRL","27/02/2025 17:30:00.051","US30","25.90 Lots","25.90 Indices","Buy","43747.6","0.00","0.00","43685.6","27/02/2025 17:44:34.623","-1 605.80","-62","-1 605.80","156 313.54","3017"
"RRL","27/02/2025 17:35:00.056","US30","25.90 Lots","25.90 Indices","Buy","43790.6","0.00","0.00","43727.6","27/02/2025 17:42:14.866","-1 631.70","-63","-1 631.70","157 919.34","3015"
"LONDON_1B1S","27/02/2025 17:43:03.426","US30","6.40 Lots","6.40 Indices","Buy","43713.6","0.00","0.00","43651.6","27/02/2025 17:51:50.051","-396.80","-62","-396.80","155 916.74","3018"
"RRL","28/02/2025 17:40:00.125","US30","25.30 Lots","25.30 Indices","Buy","43427.5","0.00","0.00","43362.5","28/02/2025 18:24:05.847","-1 644.50","-65","-1 644.50","152 703.64","3022"
"RRL","28/02/2025 17:45:00.308","US30","25.30 Lots","25.30 Indices","Buy","43452.5","0.00","0.00","43390.5","28/02/2025 18:04:01.059","-1 568.60","-62","-1 568.60","154 348.14","3021"
"RRL","28/02/2025 19:25:00.105","US30","29.70 Lots","29.70 Indices","Sell","43078.5","0.00","0.00","43140.5","28/02/2025 19:27:21.186","-1 841.40","-62","-1 841.40","150 862.24","3024"
"RRL","03/03/2025 19:15:00.124","US30","24.50 Lots","24.50 Indices","Sell","43539.7","0.00","0.00","43414.7","03/03/2025 19:29:05.785","3 062.50","125","3 062.50","156 933.34","3028"
"RRL","03/03/2025 19:20:00.175","US30","24.50 Lots","24.50 Indices","Sell","43552.5","0.00","0.00","43429.7","03/03/2025 19:28:52.510","3 008.60","122.8","3 008.60","153 870.84","3027"
"RRL","06/03/2025 17:30:00.234","US30","25.50 Lots","25.50 Indices","Buy","42876.3","0.00","0.00","42813.1","06/03/2025 17:37:15.460","-1 611.60","-63.2","-1 611.60","153 753.49","3032"
"RRL","06/03/2025 17:35:00.376","US30","25.50 Lots","25.50 Indices","Buy","42911.3","0.00","0.00","42849.8","06/03/2025 17:35:48.277","-1 568.25","-61.5","-1 568.25","155 365.09","3031"
"RRL","07/03/2025 20:00:00.190","US30","25.00 Lots","25 Indices","Buy","42763.8","0.00","0.00","42701.8","07/03/2025 20:07:58.245","-1 550.00","-62","-1 550.00","150 628.49","3036"
"RRL","07/03/2025 20:05:00.279","US30","25.00 Lots","25 Indices","Buy","42796.8","0.00","0.00","42733.8","07/03/2025 20:06:43.981","-1 575.00","-63","-1 575.00","152 178.49","3035"
"RRL","10/03/2025 19:10:00.187","US30","24.40 Lots","24.40 Indices","Sell","41954.7","0.00","0.00","42019.5","10/03/2025 19:11:26.417","-1 581.12","-64.8","-1 581.12","149 047.37","3038"
"RRL","10/03/2025 19:15:00.045","US30","24.20 Lots","24.20 Indices","Sell","41943.0","0.00","0.00","41819.0","10/03/2025 19:53:33.848","3 000.80","124","3 000.80","152 048.17","3040"
"LONDON_1B1S","14/03/2025 17:16:05.311","US30","6.10 Lots","6.10 Indices","Buy","41301.5","0.00","0.00","41424.5","14/03/2025 17:51:00.518","750.30","123","750.30","152 798.47","3044"
"RRL","14/03/2025 17:40:00.112","US30","24.70 Lots","24.70 Indices","Buy","41353.5","0.00","0.00","41476.5","14/03/2025 18:01:43.739","3 038.10","123","3 038.10","155 836.57","3045"
"RRL","14/03/2025 17:45:00.089","US30","24.70 Lots","24.70 Indices","Buy","41393.5","0.00","0.00","41331.8","14/03/2025 18:48:35.431","-1 523.99","-61.7","-1 523.99","154 312.58","3046"
"RRL","17/03/2025 18:15:00.240","US30","25.00 Lots","25 Indices","Buy","41797.4","0.00","0.00","41928.2","17/03/2025 19:00:06.223","3 270.00","130.8","3 270.00","160 995.08","3050"
"RRL","17/03/2025 18:20:00.113","US30","25.00 Lots","25 Indices","Buy","41784.4","0.00","0.00","41920.9","17/03/2025 19:00:06.015","3 412.50","136.5","3 412.50","157 725.08","3049"
"RRL","21/03/2025 17:30:00.364","US30","26.10 Lots","26.10 Indices","Buy","41871.0","0.00","0.00","41993.5","21/03/2025 18:52:29.996","3 197.25","122.5","3 197.25","167 436.56","3054"
"RRL","21/03/2025 17:35:00.468","US30","26.10 Lots","26.10 Indices","Buy","41862.7","0.00","0.00","41987.0","21/03/2025 18:50:16.443","3 244.23","124.3","3 244.23","164 239.31","3053"
"RRL","25/03/2025 19:55:02.820","US30","27.20 Lots","27.20 Indices","Sell","42499.8","0.00","0.00","42564.5","25/03/2025 20:46:13.467","-1 759.84","-64.7","-1 759.84","163 990.32","3058"
"RRL","25/03/2025 20:00:00.021","US30","27.20 Lots","27.20 Indices","Sell","42483.8","0.00","0.00","42545.8","25/03/2025 20:34:04.464","-1 686.40","-62","-1 686.40","165 750.16","3057"
"RRL","31/03/2025 16:30:00.168","US30","26.60 Lots","26.60 Indices","Buy","41632.9","0.00","0.00","41570.9","31/03/2025 17:12:07.143","-1 649.20","-62","-1 649.20","162 341.12","3061"
"RRL","31/03/2025 16:35:00.056","US30","26.60 Lots","26.60 Indices","Buy","41622.9","0.00","0.00","41745.9","31/03/2025 18:10:02.215","3 271.80","123","3 271.80","165 612.92","3062"
"LONDON_1B1S","01/04/2025 16:11:37.888","US30","26.90 Lots","26.90 Indices","Buy","42042.6","0.00","0.00","41979.3","01/04/2025 17:30:38.778","-1 702.77","-63.3","-1 702.77","160 528.82","3068"
"RRL","01/04/2025 16:30:00.163","US30","26.90 Lots","26.90 Indices","Buy","42043.8","0.00","0.00","41979.6","01/04/2025 17:30:38.571","-1 726.98","-64.2","-1 726.98","162 231.59","3067"
"RRL","01/04/2025 16:35:00.258","US30","26.90 Lots","26.90 Indices","Buy","42047.6","0.00","0.00","41986.1","01/04/2025 17:30:37.328","-1 654.35","-61.5","-1 654.35","163 958.57","3066"
"RRL","04/04/2025 18:15:00.038","US30","13.00 Lots","13 Indices","Sell","38643.5","0.00","0.00","38706.0","04/04/2025 18:23:53.265","-812.50","-62.5","-812.50","158 897.32","3072"
"RRL","04/04/2025 18:20:00.151","US30","13.00 Lots","13 Indices","Sell","38616.5","0.00","0.00","38679.5","04/04/2025 18:21:28.643","-819.00","-63","-819.00","159 709.82","3071"
"LONDON_1B1S","07/04/2025 15:11:01.467","US30","25.80 Lots","25.80 Indices","Buy","37724.1","0.00","0.00","37851.6","07/04/2025 15:11:10.654","3 289.50","127.5","3 289.50","162 186.82","3074"
"RRL","07/04/2025 18:40:00.110","US30","26.30 Lots","26.30 Indices","Buy","38010.6","0.00","0.00","37940.9","07/04/2025 18:40:32.371","-1 833.11","-69.7","-1 833.11","160 353.71","3076"
"LONDON_1B1S","08/04/2025 14:46:29.917","US30","26.00 Lots","26 Indices","Buy","39152.3","0.00","0.00","39086.8","08/04/2025 14:48:38.007","-1 703.00","-65.5","-1 703.00","158 650.71","3078"
"RRL","08/04/2025 18:15:00.281","US30","12.80 Lots","12.80 Indices","Sell","38138.6","0.00","0.00","38200.1","08/04/2025 18:15:31.792","-787.20","-61.5","-787.20","157 863.51","3080"
"RRL","08/04/2025 18:20:00.093","US30","12.80 Lots","12.80 Indices","Sell","38125.3","0.00","0.00","38002.6","08/04/2025 18:28:11.255","1 570.56","122.7","1 570.56","159 434.07","3082"
"RRL","11/04/2025 17:40:00.204","US30","25.90 Lots","25.90 Indices","Buy","39962.1","0.00","0.00","40085.1","11/04/2025 18:06:19.364","3 185.70","123","3 185.70","161 026.92","3086"
"RRL","11/04/2025 17:45:00.194","US30","25.90 Lots","25.90 Indices","Buy","40015.1","0.00","0.00","39953.6","11/04/2025 17:45:51.991","-1 592.85","-61.5","-1 592.85","157 841.22","3085"
"LONDON_1B1S","14/04/2025 15:50:39.769","US30","26.10 Lots","26.10 Indices","Buy","40734.5","0.00","0.00","40672.0","14/04/2025 15:56:57.148","-1 631.25","-62.5","-1 631.25","159 395.67","3088"
"LONDON_1B1S","15/04/2025 14:40:06.796","US30","25.90 Lots","25.90 Indices","Buy","40671.7","0.00","0.00","40608.2","15/04/2025 15:18:47.848","-1 644.65","-63.5","-1 644.65","157 751.02","3090"
"RRL","17/04/2025 17:30:00.204","US30","25.60 Lots","25.60 Indices","Buy","39300.8","0.00","0.00","39227.6","17/04/2025 17:43:21.752","-1 873.92","-73.2","-1 873.92","154 284.78","3094"
"RRL","17/04/2025 17:35:00.048","US30","25.60 Lots","25.60 Indices","Buy","39326.8","0.00","0.00","39264.6","17/04/2025 17:39:55.082","-1 592.32","-62.2","-1 592.32","156 158.70","3093"
"RRL","21/04/2025 18:10:00.126","US30","12.50 Lots","12.50 Indices","Sell","37948.4","0.00","0.00","37825.4","21/04/2025 19:05:22.698","1 537.50","123","1 537.50","155 051.03","3098"
"RRL","21/04/2025 18:15:00.061","US30","12.50 Lots","12.50 Indices","Sell","37924.2","0.00","0.00","37985.9","21/04/2025 18:22:13.920","-771.25","-61.7","-771.25","153 513.53","3097"
"LONDON_1B1S","22/04/2025 14:37:12.754","US30","25.20 Lots","25.20 Indices","Buy","38588.6","0.00","0.00","38711.6","22/04/2025 14:41:08.564","3 099.60","123","3 099.60","158 150.63","3100"
"RRL","22/04/2025 16:30:00.124","US30","25.70 Lots","25.70 Indices","Buy","38951.1","0.00","0.00","39074.1","22/04/2025 16:59:32.803","3 161.10","123","3 161.10","159 692.63","3104"
"RRL","22/04/2025 16:35:00.050","US30","25.70 Lots","25.70 Indices","Buy","38970.6","0.00","0.00","38907.6","22/04/2025 16:43:27.606","-1 619.10","-63","-1 619.10","156 531.53","3103"
"LONDON_1B1S","24/04/2025 14:52:03.184","US30","25.90 Lots","25.90 Indices","Buy","39560.5","0.00","0.00","39687.3","24/04/2025 15:19:28.464","3 284.12","126.8","3 284.12","162 976.75","3106"
"RRL","24/04/2025 16:30:00.013","US30","26.50 Lots","26.50 Indices","Buy","39817.0","0.00","0.00","39940.5","24/04/2025 17:16:36.831","3 272.75","123.5","3 272.75","166 249.50","3109"
"RRL","24/04/2025 16:35:00.142","US30","26.50 Lots","26.50 Indices","Buy","39844.5","0.00","0.00","39967.0","24/04/2025 17:17:18.114","3 246.25","122.5","3 246.25","169 495.75","3110"
"RRL","25/04/2025 18:25:00.107","US30","27.50 Lots","27.50 Indices","Buy","40084.3","0.00","0.00","40022.8","25/04/2025 18:38:33.323","-1 691.25","-61.5","-1 691.25","165 948.25","3114"
"RRL","25/04/2025 18:30:00.163","US30","27.50 Lots","27.50 Indices","Buy","40103.3","0.00","0.00","40035.8","25/04/2025 18:38:13.519","-1 856.25","-67.5","-1 856.25","167 639.50","3113"
"LONDON_1B1S","28/04/2025 14:35:00.114","US30","26.90 Lots","26.90 Indices","Buy","40275.0","0.00","0.00","40398.5","28/04/2025 14:42:42.172","3 322.15","123.5","3 322.15","169 270.40","3116"
"RRL","28/04/2025 18:20:00.126","US30","13.70 Lots","13.70 Indices","Sell","39922.7","0.00","0.00","39984.7","28/04/2025 18:50:14.274","-849.40","-62","-849.40","167 544.20","3120"
"RRL","28/04/2025 18:25:00.220","US30","13.70 Lots","13.70 Indices","Sell","39910.0","0.00","0.00","39974.0","28/04/2025 18:47:10.407","-876.80","-64","-876.80","168 393.60","3119"
"LONDON_1B1S","29/04/2025 14:50:17.110","US30","27.20 Lots","27.20 Indices","Buy","40425.9","0.00","0.00","40364.1","29/04/2025 14:55:05.223","-1 680.96","-61.8","-1 680.96","165 863.24","3122"
"RRL","29/04/2025 16:50:00.230","US30","26.90 Lots","26.90 Indices","Buy","40459.1","0.00","0.00","40397.4","29/04/2025 16:57:11.266","-1 659.73","-61.7","-1 659.73","164 203.51","3125"
"RRL","29/04/2025 16:55:00.177","US30","26.90 Lots","26.90 Indices","Buy","40440.9","0.00","0.00","40376.9","29/04/2025 17:48:30.549","-1 721.60","-64","-1 721.60","162 481.91","3126"
"RRL","01/05/2025 16:30:00.124","US30","13.20 Lots","13.20 Indices","Buy","41055.8","0.00","0.00","40994.0","01/05/2025 16:43:39.712","-815.76","-61.8","-815.76","161 666.15","3129"
"RRL","01/05/2025 16:35:00.122","US30","13.20 Lots","13.20 Indices","Buy","41022.3","0.00","0.00","40959.8","01/05/2025 16:47:25.741","-825.00","-62.5","-825.00","160 841.15","3130"
"RRL","02/05/2025 17:30:00.175","US30","13.00 Lots","13 Indices","Buy","41328.7","0.00","0.00","41265.7","02/05/2025 18:16:42.184","-819.00","-63","-819.00","159 222.65","3134"
"RRL","02/05/2025 17:35:00.225","US30","13.00 Lots","13 Indices","Buy","41343.7","0.00","0.00","41282.2","02/05/2025 18:12:11.572","-799.50","-61.5","-799.50","160 041.65","3133"
"RRL","05/05/2025 16:30:00.056","US30","12.90 Lots","12.90 Indices","Buy","41327.9","0.00","0.00","41264.9","05/05/2025 20:44:23.019","-812.70","-63","-812.70","160 006.97","3138"
"RRL","05/05/2025 16:35:00.131","US30","12.90 Lots","12.90 Indices","Buy","41300.4","0.00","0.00","41424.2","05/05/2025 17:06:52.000","1 597.02","123.8","1 597.02","160 819.67","3137"
"LONDON_1B1S","06/05/2025 14:46:05.590","US30","26.00 Lots","26 Indices","Sell","40864.2","0.00","0.00","40739.9","06/05/2025 14:51:17.620","3 231.80","124.3","3 231.80","163 238.77","3140"
"RRL","06/05/2025 16:30:00.223","US30","13.20 Lots","13.20 Indices","Buy","41059.9","0.00","0.00","40998.2","06/05/2025 16:43:21.462","-814.44","-61.7","-814.44","161 559.73","3144"
"RRL","06/05/2025 16:35:00.057","US30","13.20 Lots","13.20 Indices","Buy","41082.2","0.00","0.00","41016.7","06/05/2025 16:42:26.089","-864.60","-65.5","-864.60","162 374.17","3143"
"LONDON_1B1S","08/05/2025 14:49:19.295","US30","26.20 Lots","26.20 Indices","Sell","41246.1","0.00","0.00","41308.1","08/05/2025 15:01:26.885","-1 624.40","-62","-1 624.40","159 935.33","3146"
"RRL","08/05/2025 16:35:00.637","US30","13.00 Lots","13 Indices","Buy","41510.4","0.00","0.00","41633.4","08/05/2025 16:41:49.602","1 599.00","123","1 599.00","161 534.33","3149"
"RRL","08/05/2025 16:40:00.340","US30","13.00 Lots","13 Indices","Buy","41561.1","0.00","0.00","41684.1","08/05/2025 16:43:48.556","1 599.00","123","1 599.00","163 133.33","3150"
"LONDON_1B1S","09/05/2025 15:35:12.785","US30","26.50 Lots","26.50 Indices","Sell","41248.1","0.00","0.00","41310.6","09/05/2025 16:50:16.054","-1 656.25","-62.5","-1 656.25","161 477.08","3152"
"RRL","15/05/2025 16:30:00.150","US30","13.10 Lots","13.10 Indices","Buy","42143.6","0.00","0.00","42266.1","15/05/2025 18:04:05.119","1 604.75","122.5","1 604.75","163 081.83","3155"
"RRL","15/05/2025 16:35:00.195","US30","13.10 Lots","13.10 Indices","Buy","42144.1","0.00","0.00","42267.1","15/05/2025 18:04:05.340","1 611.30","123","1 611.30","164 693.13","3156"
"RRL","16/05/2025 17:30:00.222","US30","13.30 Lots","13.30 Indices","Buy","42426.7","0.00","0.00","42549.9","16/05/2025 18:04:25.895","1 638.56","123.2","1 638.56","166 331.69","3159"
"RRL","16/05/2025 17:35:00.059","US30","13.30 Lots","13.30 Indices","Buy","42436.4","0.00","0.00","42559.4","16/05/2025 18:04:45.189","1 635.90","123","1 635.90","167 967.59","3160"
"LONDON_1B1S","19/05/2025 16:14:19.820","US30","6.80 Lots","6.80 Indices","Buy","42552.0","0.00","0.00","42674.5","19/05/2025 17:13:17.476","833.00","122.5","833.00","168 800.59","3164"
"RRL","19/05/2025 16:45:00.227","US30","13.60 Lots","13.60 Indices","Buy","42632.0","0.00","0.00","42754.8","19/05/2025 17:50:22.755","1 670.08","122.8","1 670.08","172 136.67","3166"
"RRL","19/05/2025 16:50:00.235","US30","13.60 Lots","13.60 Indices","Buy","42612.5","0.00","0.00","42735.0","19/05/2025 17:29:08.861","1 666.00","122.5","1 666.00","170 466.59","3165"
"LONDON_1B1S","20/05/2025 14:47:36.605","US30","27.90 Lots","27.90 Indices","Sell","42665.8","0.00","0.00","42729.3","20/05/2025 14:53:22.325","-1 771.65","-63.5","-1 771.65","170 365.02","3168"
